,CURRÍCULO,CITAÇÕES,AUTORES,TÍTULO,REVISTA,LOCAL,VOLUME,PÁGINAS,ANO_PUB,DOI
2870,Paulo Marcos Zech Coelho,  52,"['COELHO, P.M.Z', 'GAZZINELLI, G.', 'PELLEGRINO, J.', 'PEREIRA, L. H.']",Padronização do método de incorporação do 59Fe em Biomphalaria glabrata para estudos de efeitos de densidade populacional,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",15,417-420,1973,
2871,Paulo Marcos Zech Coelho,  15,"['FREIRE, A.C.T.', 'ALMEIDA, A.P.', 'COELHO, P.M.Z', 'MELLO, R. T.', 'PEREIRA, L. H.', 'PELLEGRINO, J.', 'CASTRO, C.R.']",Interação cloranfenicol-pentobarbital: Intervalo máximo entre os dois medicamentos para que ocorra potenciação do anestésico,Revista de Ciências Médicas,,24,480,1973,True
2872,Paulo Marcos Zech Coelho,  22,"['WILLIAMS, P.', 'COELHO, P.M.Z']",The attraction of snail to betalights,Transactions of the Royal Society of Tropical Medicine and Hygiene,,67,616-617,1973,
2873,Paulo Marcos Zech Coelho,  24,"['GAZZINELLI, G.', 'DE OLIVEIRA, C.C.', 'FLGUEIREDO, E.A.', 'PEREIRA, L.H.', 'COELHO, P.M.Z.', 'PELLEGRINO, J.']",Schistosoma mansoni: Biochemical evidence for morphogenetic change from cercaria to schistosomule,Experimental Parasitology,,34,181-188,1973,
2874,Paulo Marcos Zech Coelho,  21,"['PEREIRA, L. H.', 'COELHO, P.M.Z', 'BREDT, A.', 'FONSECA, J.J.A.', 'PELLEGRINO, J.']",Migration of Schistosoma mansoni larvae in the albino mouse,Revista do Instituto de Medicina Tropical de São Paulo," São Paulo, SP",14,306-309,1972,
2875,Paulo Marcos Zech Coelho,  33,"['COELHO, P.M.Z', 'PEREIRA, L. H.', 'PELLEGRINO, J.']",On the problem of congenital schistosomiasis,Transactions of the Royal Society of Tropical Medicine and Hygiene,,66,802-803,1972,
2876,Paulo Marcos Zech Coelho,   5,"['ANTUNES, C.M.F.', 'ANDRADE, R.M.', 'NATZ, N.', 'COELHO, P.M.Z']","Contribuição para o conhecimento do papel do rato lava-pés: Nectomys squamipes, na epidemiológica da Esquistosomose mansni (Rodentia, Cricetidae)",Revista Brasileira de Malariologia e Doenças Tropicais,,23,203-204,1971,
2877,Paulo Marcos Zech Coelho,  56,"['COELHO, P.M.Z', 'KATZ, N.', 'PELLEGRINO, J.']",Evaluation of Kato's Quantitative Method through the Recovery of Schistosoma mansoni Eggs Added to Human Feces,The Journal of Parasitology,,56,1032-1033,1970,
2878,Ricardo Tostes Gazzinelli,  52,"['AZEVEDO, PATRICK O.', 'HOJO-SOUZA, NATÁLIA S.', 'FAUSTINO, LÍDIA P.', 'FUMAGALLI, MARCÍLIO J.', 'HIRAKO, ISABELLA C.', 'OLIVEIRA, EMILIANO R.', 'FIGUEIREDO, MARIA M.', 'CARVALHO, ALEX F.', 'DORO, DANIEL', 'BENEVIDES, L.', 'DURIGON, EDISON', 'FONSECA, FLÁVIO', 'MACHADO, ALEXANDRE M.', 'FERNANDES, ANA P.', 'TEIXEIRA, SANTUZA R.', 'Silva, João S.', 'GAZZINELLI, Ricardo Tostes']",Differential requirement of neutralizing antibodies and T cells on protective immunity to SARS-CoV-2 variants of concern,npj Vaccines,,8,15,2023,
2879,Ricardo Tostes Gazzinelli,  21,"['BAGNO, FLÁVIA F.', 'ANDRADE, LUIS A. F.', 'SÉRGIO, SARAH A. R.', 'PARISE, PIERINA L.', 'TOLEDO-TEIXEIRA, DANIEL A.', 'GAZZINELLI, Ricardo Tostes', 'Fernandes, A. P.', 'TEIXEIRA, SANTUZA M. R.', 'GRANJA, FABIANA', 'PROENÇA-MÓDENA, JOSÉ L.', 'DA FONSECA, FLAVIO G.']",Previous Infection with SARS-CoV-2 Correlates with Increased Protective Humoral Responses after a Single Dose of an Inactivated COVID-19 Vaccine,Viruses-Basel,,14,510,2022,
2880,Ricardo Tostes Gazzinelli,   4,"['BURLE-CALDAS, GABRIELA DE A.', 'DOS SANTOS, NAILMA S. A.', 'DE CASTRO, JÚLIA T.', 'MUGGE, FERNANDA L. B.', 'GRAZIELLE-SILVA, VIVIANE', 'OLIVEIRA, ANTÔNIO EDSON R.', 'PEREIRA, MILTON C. A.', 'REIS-CUNHA, JOÃO LUÍS', 'DOS SANTOS, ANDERSON COQUEIRO', 'GOMES, D. A.', 'BARTHOLOMEU, DANIELLA C.', 'MORETTI, NILMAR S.', 'SCHENKMAN, SERGIO', 'GAZZINELLI, Ricardo Tostes', 'TEIXEIRA, SANTUZA M. R.']",Disruption of Active Trans-Sialidase Genes Impairs Egress from Mammalian Host Cells and Generates Highly Attenuated Trypanosoma cruzi Parasites,mBio,,13,In-Press,2022,
2881,Ricardo Tostes Gazzinelli,  62,"['FUMAGALLI, MARCILIO JORGE', 'CASTRO-JORGE, LUIZA ANTUNES', 'DE SOUZA, WILLIAM MARCIEL', 'DE AZEVEDO, PATRICK ORESTES', 'HANSEN, ALANA WITT', 'GAZZINELLI, Ricardo Tostes', 'DA FONSECA, BENEDITO ANTÔNIO LOPES', 'SPILKI, FERNANDO ROSADO', 'FIGUEIREDO, LUIZ TADEU MORAES']",CoronaVac and ChAdOx1 Vaccination and Gamma Infection Elicited Neutralizing Antibodies against the SARS-CoV-2 Delta Variant,Viruses-Basel,,14,305,2022,
2882,Ricardo Tostes Gazzinelli,  32,"['MORAIS, MAURO CÉSAR CAFUNDÓ', 'SILVA, DIOGO', 'MILAGRE, MATHEUS MARQUES', 'OLIVEIRA, MAYKON TAVARES DE', 'PEREIRA, THAÍS', 'SILVA, JOÃO SANTANA', 'COSTA, LUCIANO DA F.', 'MINOPRIO, PAOLA', 'JUNIOR, ROBERTO MARCONDES CESAR', 'GAZZINELLI, RICARDO', 'DE LANA, MARTA', 'NAKAYA, HELDER I.']",Automatic detection of the parasite Trypanosoma cruzi in blood smears using a machine learning approach applied to mobile phone images,PeerJ,,10,e13470,2022,
2883,Ricardo Tostes Gazzinelli,  15,"['CASTRO, JULIA T.', 'AZEVEDO, PATRICK', 'FUMAGALLI, MARCÍLIO J.', 'HOJO-SOUZA, NATALIA S.', 'SALAZAR, NATALIA', 'ALMEIDA, GREGÓRIO G.', 'OLIVEIRA, LIVIA I.', 'FAUSTINO, LÍDIA', 'ANTONELLI, LIS R.', 'MARÇAL, TOMAS G.', 'AUGUSTO, MARCONI', 'VALIATE, BRUNO', 'FIORINI, ALEX', 'RATTIS, BRUNA', 'RAMOS, SIMONE G.', 'PICCIN, MARIELA', 'NONATO, OSVALDO CAMPOS', 'BENEVIDES, LUCIANA', 'MAGALHÃES, RUBENS', 'CASSARO, BRUNO', 'BURLE, GABRIELA', 'Doro, Daniel', 'KALIL, JORGE', 'DURIGON, EDSON', 'SALAZAR, ANDRÉS', ', et al ']",Promotion of neutralizing antibody-independent immunity to wild-type and SARS-CoV-2 variants of concern using an RBD-Nucleocapsid fusion protein,Nature Communications,,13,1,2022,
2884,Ricardo Tostes Gazzinelli,  18,"['BAGNO, FLÁVIA F.', 'SÉRGIO, SARAH A.R.', 'FIGUEIREDO, MARIA MARTA', 'GODOI, LARA C.', 'ANDRADE, LUIS A.F.', 'SALAZAR, NATÁLIA C.', 'SOARES, CAMILA P.', 'AGUIAR, ANDRESSA', 'ALMEIDA, FLÁVIA JAQUELINE', 'DA SILVA, EDIMILSON D.', 'FERREIRA, ANTÔNIO G.P.', 'DURIGON, EDISON LUIZ', 'GAZZINELLI, Ricardo Tostes', 'TEIXEIRA, S. M. R.', 'FERNANDES, ANA PAULA S.M.', 'DA FONSECA, FLAVIO G.']",Development and validation of an enzyme-linked immunoassay kit for diagnosis and surveillance of COVID-19,Journal of Clinical Virology Plus,,2,100101,2022,
2885,Ricardo Tostes Gazzinelli,  60,"['HIRAKO, ISABELLA C.', 'ANTUNES, MAÍSA MOTA', 'REZENDE, RAFAEL MACHADO', 'HOJO-SOUZA, NATÁLIA SATCHIKO', 'FIGUEIREDO, MARIA MARTA', 'DIAS, THOMAZ', 'NAKAYA, HELDER', 'MENEZES, GUSTAVO BATISTA', 'GAZZINELLI, Ricardo Tostes']",Uptake of Plasmodium chabaudi hemozoin drives Kupffer cell death and fuels superinfections,Scientific Reports,,12,19805,2022,
2886,Ricardo Tostes Gazzinelli,  64,"['MATTEUCCI, KELY C.', 'RAMALHO, THERESA R.', 'HIRAKO, ISABELLA C.', 'Gazzinelli, Ricardo T.']",Gluconeogenesis: Adding a new piece to the puzzle of malaria parasitism,Cell Metabolism,,34,1083-1085,2022,
2887,Ricardo Tostes Gazzinelli,  36,"['PEREIRA, MILTON', 'DURSO, DANIELLE F.', 'BRYANT, CLARE E.', 'Kurt-Jones, Evelyn A.', 'SILVERMAN, NEAL', 'Golenbock, Douglas T.', 'Gazzinelli, Ricardo T.']",The IRAK4 scaffold integrates TLR4-driven TRIF and MYD88 signaling pathways,Cell Reports,,40,111225,2022,
2888,Ricardo Tostes Gazzinelli,  44,"['TORRES, KATHERINE', 'FERREIRA, MARCELO U.', 'CASTRO, MARCIA C.', 'ESCALANTE, ANANIAS A.', 'CONN, JAN E.', 'VILLASIS, ELIZABETH', 'DA SILVA ARAUJO, MAISA', 'ALMEIDA, GREGORIO', 'RODRIGUES, PRISCILA T.', 'CORDER, RODRIGO M.', 'FERNANDES, ANDERSON R. J.', 'CALIL, PRISCILA R.', 'LADEIA, WINNI A.', 'GARCIA-CASTILLO, STEFANO S.', 'GOMEZ, JOAQUIN', 'ANTONELLI, L. R.', 'GAZZINELLI, Ricardo Tostes', 'GOLENBOCK, DOUGLAS T.', 'LLANOS-CUENTAS, ALEJANDRO', 'GAMBOA, DIONICIA', 'VINETZ, JOSEPH M.']","Malaria Resilience in South America: Epidemiology, Vector Biology, and Immunology Insights from the Amazonian International Center of Excellence in Malaria Research Network in Peru and Brazil",AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,,107,168-181,2022,
2889,Ricardo Tostes Gazzinelli,  87,"['CAMARGO, ERNEY PLESSMANN', 'GAZZINELLI, Ricardo Tostes', 'MOREL, CARLOS MÉDICIS', 'PRECIOSO, ALEXANDER ROBERTO']",Why do we still have not a vaccine against Chagas disease?,Memórias do Instituto Oswaldo Cruz,,117,9-117,2022,
2890,Ricardo Tostes Gazzinelli,  64,"['JUNQUEIRA, C.', 'POLIDORO, RAFAEL B.', 'CASTRO, GUILHERME', 'ABSALON, SABRINA', 'LIANG, ZHITAO', 'SEN SANTARA, SUMIT', 'CRESPO, ÂNGELA', 'PEREIRA, DHELIO B.', 'GAZZINELLI, Ricardo Tostes', 'DVORIN, JEFFREY D.', 'LIEBERMAN, JUDY']",γδ T cells suppress Plasmodium falciparum blood-stage infection by direct killing and phagocytosis,NATURE IMMUNOLOGY,,2,1-1,2021,
2891,Ricardo Tostes Gazzinelli,  14,"['FIGUEIREDO, MARIA MARTA', 'DOS SANTOS, ANNA R. R.', 'Godoi, Lara C.', 'DE CASTRO, NATÁLIA S.', 'DE ANDRADE, BRUNO C.', 'SERGIO, SARAH A. R.', 'JERÔNIMO, SELMA M. B.', 'DE OLIVEIRA, EDWARD J.', 'VALENCIA-PORTILLO, RUTH T.', 'BEZERRA, LUCILÂNDIA M.', 'GOTO, HIRO', 'SANCHEZ, MARIA C. A.', 'JUNQUEIRA, CAROLINE', 'TEIXEIRA, SANTUZA M. R.', 'DA FONSECA, FLÁVIO G.', 'GAZZINELLI, Ricardo Tostes', 'Fernandes, A. P.']",Improved Performance of ELISA and Immunochromatographic Tests Using a New Chimeric A2-Based Protein for Human Visceral Leishmaniasis Diagnosis,JOURNAL OF IMMUNOLOGY RESEARCH,,2021,1-15,2021,True
2892,Ricardo Tostes Gazzinelli,  90,"['MUGLIA AMANCIO, ALICE', 'MITTEREDER, LARA', 'CARLETTI, ALEXIE', 'TOSH, KEVIN W.', 'GREEN, DANIEL', 'ANTONELLI, L. R.', 'GAZZINELLI, Ricardo Tostes', 'Sher, Alan', 'JANKOVIC, DRAGANA']",IFNs Reset the Differential Capacity of Human Monocyte Subsets to Produce IL-12 in Response to Microbial Stimulation,JOURNAL OF IMMUNOLOGY,,24,ji2001194,2021,
2893,Ricardo Tostes Gazzinelli,  46,"['MORASCHI, BARBARA FERRI', 'NORONHA, I. H.', 'FERREIRA, C. P.', 'CARISTE, LEONARDO MORO', 'MONTEIRO, CAROLINE BRANDÃO', 'DENAPOLI, P.', 'VRECHI, T.', 'PEREIRA, G. J.', 'GAZZINELLI, Ricardo Tostes', 'Lannes-Vieira, Joseli', 'Rodrigues, Mauricio M', 'Bortoluci, Karina R.', 'VASCONCELOS, J. R. C.']",Rapamycin Improves the Response of Effector and Memory CD8+ T Cells Induced by Immunization With ASP2 of Trypanosoma cruzi,Frontiers in Cellular and Infection Microbiology,,11,1,2021,
2894,Ricardo Tostes Gazzinelli,   8,"['DOS SANTOS, LUARA ISABELA', 'TORRES, THAIS ABDALA', 'DINIZ, SUELEN QUEIROZ', 'GONÇALVES, RICARDO', 'CABALLERO-FLORES, GUSTAVO', 'NÚÑEZ, GABRIEL', 'GAZZINELLI, Ricardo Tostes', 'MALOY, KEVIN JOSEPH', 'RIBEIRO DO V. ANTONELLI, LIS']",Disrupted Iron Metabolism and Mortality during Co-infection with Malaria and an Intestinal Gram-Negative Extracellular Pathogen,Cell Reports,,34,108613-108613,2021,
2895,Ricardo Tostes Gazzinelli,   4,"['DINIZ, SUELEN QUEIROZ', 'TEIXEIRA-CARVALHO, ANDRÉA', 'FIGUEIREDO, MARIA MARTA', 'COSTA, PEDRO AUGUSTO CARVALHO', 'ROCHA, BRUNO COELHO', 'MARTINS-FILHO, OLINDO ASSIS', 'GONÇALVES, RICARDO', 'PEREIRA, DHÉLIO BATISTA', 'TADA, MAURO SHUGIRO', 'OLIVEIRA, FABIANO', 'GAZZINELLI, Ricardo Tostes', 'ANTONELLI, LIS RIBEIRO DO VALLE']",Plasmodium vivax Infection Alters Mitochondrial Metabolism in Human Monocytes,mBio,,12,e01247-21-e01247-21,2021,
2896,Ricardo Tostes Gazzinelli,  68,"['MIRANDA, FARLEN J. B.', 'ROCHA, BRUNO C.', 'PEREIRA, MILTON C. A.', 'PEREIRA, LARISSA M. N.', 'DE SOUZA, ERIKSON H. M.', 'MARINO, ANA P.', 'COSTA, PEDRO A. C.', 'VASCONCELOS-SANTOS, DANIEL V.', 'ANTONELLI, LIS R. V.', 'Gazzinelli, Ricardo T.']",Toxoplasma gondii-Induced Neutrophil Extracellular Traps Amplify the Innate and Adaptive Response,mBio,,12,e0130721-e0130721,2021,
2897,Ricardo Tostes Gazzinelli,  73,"['RODRIGUES DA CUNHA, GISELE MACÊDO', 'AZEVEDO, MAÍRA ARAÚJO', 'NOGUEIRA, DENISE SILVA', 'CLÍMACO, MARIANNA DE CARVALHO', 'VALENCIA AYALA, EDWARD', 'JIMENEZ CHUNGA, JUAN ATILIO', 'LA VALLE, RAUL JESUS YNOCENTE', 'DA CUNHA GALVÃO, LUCIA MARIA', 'CHIARI, EGLER', 'BRITO, CARLOS RAMON NASCIMENTO', 'SOARES, RODRIGO PEDRO', 'NOGUEIRA, PAULA MONALISA', 'FUJIWARA, RICARDO TOSHIO', 'GAZZINELLI, RICARDO', 'HINCAPIE, ROBERT', 'CHAVES, CARLOS-SANHUEZA', 'OLIVEIRA, FABRICIO MARCUS SILVA', 'FINN, M. G.', 'MARQUES, ALEXANDRE FERREIRA']",α-Gal immunization positively impacts Trypanosoma cruzi colonization of heart tissue in a mouse model,PLoS Neglected Tropical Diseases,,15,e0009613-e0009613,2021,
2898,Ricardo Tostes Gazzinelli,  17,"['ALMEIDA, GREGÓRIO GUILHERME', 'COSTA, PEDRO AUGUSTO CARVALHO', 'ARAUJO, MAÍSA DA SILVA', 'GOMES, GABRIELA RIBEIRO', 'CARVALHO, ALEX FIORINI', 'FIGUEIREDO, MARIA MARTA', 'PEREIRA, DHELIO BATISTA', 'TADA, MAURO SHUGIRO', 'MEDEIROS, JANSEN FERNANDES', 'SOARES, IRENE DA SILVA', 'CARVALHO, LUZIA HELENA', 'KANO, FLORA SATIKO', 'CASTRO, MARCIA CALDAS DE', 'VINETZ, JOSEPH MICHAEL', 'GOLENBOCK, DOUGLAS TAYLOR', 'ANTONELLI, LIS RIBEIRO DO VALLE', 'GAZZINELLI, Ricardo Tostes']",Asymptomatic Plasmodium vivax malaria in the Brazilian Amazon: Submicroscopic parasitemic blood infects Nyssorhynchus darlingi,PLoS Neglected Tropical Diseases,,15,e0009077-e0009077,2021,
2899,Ricardo Tostes Gazzinelli,  35,"['FUMAGALLI, MARCILIO JORGE', 'CASTRO-JORGE, LUIZA ANTUNES', 'FRAGA-SILVA, THAIS FERNANDA DE CAMPOS', 'DE AZEVEDO, PATRICK ORESTES', 'CAPATO, CARLOS FABIANO', 'RATTIS, BRUNA AMANDA CRUZ', 'HOJO-SOUZA, NATÁLIA SATCHIKO', 'FLORIANO, VITOR GONÇALVES', 'DE CASTRO, JULIA TEIXEIRA', 'RAMOS, SIMONE GUSMÃO', 'DA FONSECA, BENEDITO ANTÔNIO LOPES', 'BONATO, VÂNIA LUIZA DEPERON', 'GAZZINELLI, Ricardo Tostes', 'FIGUEIREDO, LUIZ TADEU MORAES']",Protective Immunity against Gamma and Zeta Variants after Inactivated SARS-CoV-2 Virus Immunization,Viruses-Basel,,13,2440,2021,
2900,Ricardo Tostes Gazzinelli,  72,"['FERREIRA, CAMILA PONTES', 'CARISTE, LEONARDO MORO', 'NORONHA, ISAÚ HENRIQUE', 'DURSO, DANIELLE FERNANDES', 'Lannes-Vieira, Joseli', 'BORTOLUCI, KARINA RAMALHO', 'RIBEIRO, DANIEL ARAKI', 'GOLENBOCK, DOUGLAS', 'GAZZINELLI, Ricardo Tostes', 'DE VASCONCELOS, JOSÉ RONNIE CARVALHO']",Correction: CXCR3 chemokine receptor contributes to specific CD8+ T cell activation by pDC during infection with intracellular pathogens,PLoS Neglected Tropical Diseases,,15,e0009326,2021,
2901,Ricardo Tostes Gazzinelli,  24,"['PRIOR, KIMBERLEY F.', 'RIJO-FERREIRA, FILIPA', 'ASSIS, PATRICIA A.', 'HIRAKO, ISABELLA C.', 'WEAVER, DAVID R.', 'Gazzinelli, Ricardo T.', 'REECE, SARAH E.']",Periodic Parasites and Daily Host Rhythms,Cell Host & Microbe,,27,176-187,2020,
2902,Ricardo Tostes Gazzinelli, 581,"['MARINO, ANA PMP', 'DOS SANTOS, LUARA I.', 'HENRIQUES, PRISCILLA M.', 'ROFFE, ESTER', ""VASCONCELOS'SANTOS, DANIEL V."", 'SHER, ALAN', 'JANKOVIC, DRAGANA', 'GOMES, MATHEUS S.', 'AMARAL, LAURENCE R.', ""CAMPI'AZEVEDO, ANA C."", 'TEIXEIRA-CARVALHO, A.', ""MARTINS'FILHO, OLINDO A."", 'GAZZINELLI, Ricardo Tostes', 'ANTONELLI, LIS R.']",Circulating inflammatory mediators as biomarkers of ocular toxoplasmosis in acute and in chronic infection,JOURNAL OF LEUKOCYTE BIOLOGY,,18,1240,2020,
2903,Ricardo Tostes Gazzinelli, 224,"['OLIVEIRA, ANTONIO EDSON R.', 'PEREIRA, MILTON C. A.', 'BELEW, ASHTON T.', 'FERREIRA, LUDMILA R. P.', 'PEREIRA, LARISSA M. N.', 'NEVES, EULA G. A.', 'NUNES, MARIA DO CARMO P.', 'BURLEIGH, BARBARA A.', 'DUTRA, WALDEREZ O.', 'El-Sayed, Najib M.', 'GAZZINELLI, Ricardo Tostes', 'TEIXEIRA, S. M. R.']",Gene expression network analyses during infection with virulent and avirulent Trypanosoma cruzi strains unveil a role for fibroblasts in neutrophil recruitment and activation,PLoS Pathogens,,16,e1008781,2020,
2904,Ricardo Tostes Gazzinelli,   9,"['PEREIRA, LARISSA M. N.', 'ASSIS, PATRÍCIA A.', 'DE ARAÚJO, NATALIA M.', 'DURSO, DANIELLE F.', 'JUNQUEIRA, C.', 'ATAÍDE, MARCO ANTÔNIO', 'PEREIRA, DHELIO B.', 'LIEN, EGIL', 'FITZGERALD, KATHERINE A.', 'ZAMBONI, DARIO S.', 'GOLENBOCK, DOUGLAS T.', 'GAZZINELLI, Ricardo Tostes']",Caspase-8 mediates inflammation and disease in rodent malaria,Nature Communications,,11,1-13,2020,
2905,Ricardo Tostes Gazzinelli, 199,"['OSIER, FAITH', 'TING, JENNY P. Y.', 'FRASER, JOHN', 'LAMBRECHT, BART N.', 'ROMANO, MARTA', 'GAZZINELLI, Ricardo Tostes', 'BORTOLUCI, KARINA R.', 'ZAMBONI, Dario Simões', 'AKBAR, ARNE N.', 'EVANS, JENNIE', 'BROWN, DOUG E.', 'PATEL, KAMALA D.', 'WU, YUZHANG', 'PEREZ, ANA B.', 'PÉREZ, OLIVER', 'KAMRADT, THOMAS', 'FALK, CHRISTINE', 'BARDA-SAAD, MIRA', 'ARIEL, AMIRAM', 'SANTONI, ANGELA', 'ANNUNZIATO, FRANCESCO', 'CASSATELLA, MARCO A.', 'KIYONO, HIROSHI', 'CHERESHNEV, VALERIY', 'DIEYE, ALIOUNE', ', et al ']",The global response to the COVID-19 pandemic: how have immunology societies contributed?,NATURE REVIEWS IMMUNOLOGY,,20,594-602,2020,
2906,Ricardo Tostes Gazzinelli,  73,"['PONTES FERREIRA, CAMILA', 'MORO CARISTE, LEONARDO DE', 'HENRIQUE NORONHA, ISAÚ', 'FERNANDES DURSO, DANIELLE', 'LANNES-VIEIRA, J.', 'RAMALHO BORTOLUCI, KARINA', 'ARAKI RIBEIRO, DANIEL', 'GOLENBOCK, DOUGLAS', 'GAZZINELLI, Ricardo Tostes', 'VASCONCELOS, JOSÉ RONNIE CARVALHO DE']",CXCR3 chemokine receptor contributes to specific CD8+ T cell activation by pDC during infection with intracellular pathogens,PLoS Neglected Tropical Diseases,,14,e0008414,2020,
2907,Ricardo Tostes Gazzinelli,  58,"['BRANDÃO-DE-RESENDE, CAMILO', 'SANTOS, HELENA HOLLANDA', 'ROJAS LAGOS, ANGEL ALESSIO', 'LARA, CAMILA MUNAYERT', 'ARRUDA, JACQUELINE SOUZA DUTRA', 'MARINO, ANA PAULA MAIA PEIXOTO', 'DO VALLE ANTONELLI, LIS RIBEIRO', 'GAZZINELLI, Ricardo Tostes', 'VITOR, RW. ou VITOR, RWA ou ALMEIDA VITOR, RW', 'Vasconcelos-Santos, Daniel Vitor']","Clinical and Multimodal Imaging Findings and Risk Factors for Ocular Involvement in a Presumed Waterborne Toxoplasmosis Outbreak, Brazil1",EMERGING INFECTIOUS DISEASES,,26,eid2612.200227,2020,
2908,Ricardo Tostes Gazzinelli,  47,"['HOJO-SOUZA, NATÁLIA SATCHIKO', 'DE AZEVEDO, PATRICK ORESTES', 'DE CASTRO, JÚLIA TEIXEIRA', 'TEIXEIRA-CARVALHO, ANDRÉA', 'LIEBERMAN, JUDY', 'Junqueira, Caroline', 'GAZZINELLI, Ricardo Tostes']",Contributions of IFN-γ and granulysin to the clearance of Plasmodium yoelii blood stage,PLoS Pathogens,,16,e1008840,2020,
2909,Ricardo Tostes Gazzinelli,  37,"['ASSIS, PATRÍCIA APARECIDA', 'DURSO, DANIELLE FERNANDES', 'CAVALCANTE, FERNANDA CHACON', 'ZANIRATTO, RICARDO', ""CARVALHO'SILVA, ANA CAROLINA"", ""CUNHA'NETO, EDECIO"", 'GOLENBOCK, DOUGLAS TAYLOR', 'FERREIRA, LUDMILA RODRIGUES PINTO', 'GAZZINELLI, Ricardo Tostes']",Integrative analysis of microRNA and mRNA expression profiles of monocyte-derived dendritic cells differentiation during experimental cerebral malaria,JOURNAL OF LEUKOCYTE BIOLOGY,,108,1183-1197,2020,
2910,Ricardo Tostes Gazzinelli, 184,"['RIBEIRO, FLÁVIA ANDRESSA PIDONE', 'PONTES, CAMILA', 'GAZZINELLI, Ricardo Tostes', 'BRUNA-ROMERO, O.', 'LAZZARIN, MARIANA CRUZ', 'DOS SANTOS, JOSÉ FONTES', 'DE OLIVEIRA, FLÁVIA', 'PISANI, LUCIANA PELLEGRINI', 'DE VASCONCELOS, JOSÉ RONNIE CARVALHO', 'RIBEIRO, DANIEL ARAKI']",Therapeutic effects of vaccine derived from amastigote surface protein-2 (ASP-2) against Chagas disease in mouse liver,CYTOKINE,,113,285-290,2019,
2911,Ricardo Tostes Gazzinelli, 127,"['SANTOS, ANNA RAQUEL RIBEIRO DOS', 'SERUFO, ÂNGELA VIEIRA', 'FIGUEIREDO, MARIA MARTA', 'GODOI, LARA CARVALHO', 'VITÓRIO, JÉSSICA GARDONE', 'MARCELINO, ANDREZA PAIN', 'AVELAR, DANIEL MOREIRA DE', 'RODRIGUES, FERNANDES TENÓRIO GOMES', 'MACHADO-COELHO, GEORGE LUIZ LINS', 'MEDEIROS, FERNANDA ALVARENGA CARDOSO', 'JERÔNIMO, SELMA MARIA BEZERRA', 'OLIVEIRA, EDWARD JOSÉ DE', 'NASCIMENTO, FREDERICO CREPALDI', 'TEIXEIRA, S. M. R.', 'GAZZINELLI, Ricardo Tostes', 'NAGEM, RONALDO ALVES PINTO', 'FERNANDES, ANA PAULA']",Evaluation of three recombinant proteins for the development of ELISA and immunochromatographic tests for visceral leishmaniasis serodiagnosis,Memórias do Instituto Oswaldo Cruz,,114,x,2019,
2912,Ricardo Tostes Gazzinelli,  14,"['PONTES FERREIRA, CAMILA', 'CARISTE, LEONARDO MORO', 'FERRI MORASCHI, BARBARA', 'FERRARINI ZANETTI, BIANCA', 'WON HAN, SANG', 'ARAKI RIBEIRO, DANIEL', 'VIEIRA MACHADO, ALEXANDRE', 'Lannes-Vieira, Joseli', 'GAZZINELLI, Ricardo Tostes', 'VASCONCELOS, JOSÉ RONNIE CARVALHO']",CXCR3 chemokine receptor guides Trypanosoma cruzi-specific T-cells triggered by DNA/adenovirus ASP2 vaccine to heart tissue after challenge,PLoS Neglected Tropical Diseases,,13,e0007597,2019,
2913,Ricardo Tostes Gazzinelli,  49,"['ANTONELLI, L. R.', 'JUNQUEIRA, CAROLINE', 'VINETZ, JOSEPH M', 'GOLENBOCK, DOUGLAS T.', 'FERREIRA, MARCELO U.', 'GAZZINELLI, Ricardo Tostes']",The immunology of Plasmodium vivax malaria,IMMUNOLOGICAL REVIEWS,,293,163-189,2019,
